label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
4	461 mph	0.6491 kg/s	Fresno	cat	0.6812 m^2	655	0.5173	0.1911	438 kg/s	ferret	0.7357	242 m^3
2	672 mph	0.2177 kg/s	San Diego	reptile	0.355 m^2	?	0.1404	1.0215	429 kg/s	fish	0.3977	865 m^3
1	912 mph	0.1291 kg/s	San Jose	ferret	0.7499 m^2	395	0.5578	0.2716	871 kg/s	guinea pig	0.3303	421 m^3
1	947 mph	0.5175 kg/s	Irvine	ferret	0.5518 m^2	305	0.5637	0.3721	692 kg/s	guinea pig	-0.0467	269 m^3
4	721 mph	0.7522 kg/s	Stockton	cat	0.4606 m^2	671	0.3218	0.3155	443 kg/s	pig	0.8325	367 m^3
3	329 mph	0.5554 kg/s	Santa Ana	fish, pig	0.8649 m^2	1063	-0.1252	0.0847	978 kg/s	rat	0.0789	919 m^3
3	176 mph	0.5931 kg/s	San Francisco	pig, dog	0.3482 m^2	1182	0.303	0.2372	825 kg/s	bird	0.2276	948 m^3
3	262 mph	0.5269 kg/s	Fremont	fish, dog	0.6299 m^2	840	-0.2462	0.1536	769 kg/s	rat	0.1647	1059 m^3
5	40 mph	1.2439 kg/s	Oakland	rat	-0.1267 m^2	143	1.2834	0.8122	659 kg/s	cat	0.7577	834 m^3
3	382 mph	0.3527 kg/s	San Francisco	pig	0.5828 m^2	984	0.3126	0.2731	962 kg/s	rat	0.2246	903 m^3
5	134 mph	1.074 kg/s	Oakland	hamster	-0.0229 m^2	-107	0.9593	0.7586	605 kg/s	chicken	0.8516	836 m^3
3	N/A	0.4304 kg/s	San Francisco	dog	0.4818 m^2	1044	-0.0605	-0.1121	886 kg/s	rat	0.3223	951 m^3
2	658 mph	0.007 kg/s	Fresno	reptile	0.085 m^2	358	0.4952	1.1976	268 kg/s	fish	0.5215	449 m^3
3	429 mph	0.6356 kg/s	San Francisco	fish	0.4587 m^2	944	0.3448	0.077	996 kg/s	bird	0.2864	979 m^3
2	641 mph	-0.188 kg/s	Fresno	bird	0.4532 m^2	302	0.2523	0.9062	413 kg/s	fish	0.5175	698 m^3
5	-42 mph	1.0136 kg/s	Long Beach	rat	0.2481 m^2	93	1.018	0.8314	836 kg/s	chicken	0.517	870 m^3
1	842 mph	0.1934 kg/s	Riverside	ferret	0.8572 m^2	396	0.3884	0.2671	620 kg/s	guinea pig	0.3153	404 m^3
2	877 mph	0.2905 kg/s	Modesto	cat	0.3244 m^2	211	0.3578	0.826	232 kg/s	fish	0.3618	717 m^3
4	723 mph	0.6201 kg/s	Bakersfield	cat	0.6392 m^2	432	0.2798	0.3293	420 kg/s	pig	0.595	273 m^3
3	266 mph	0.5458 kg/s	San Francisco	dog	0.8264 m^2	813	-0.1753	0.137	648 kg/s	rat	0.2589	798 m^3
3	453 mph	0.5001 kg/s	Long Beach	fish, dog	0.7419 m^2	1327	0.0899	0.237	933 kg/s	RAT	0.2866	965 m^3
0	187 mph	0.2939 kg/s	San Jose	guinea pig	0.7037 m^2	640	0.7518	0.4798	37 kg/s	reptile	0.7798	132 m^3
3	418 mph	0.6296 kg/s	Fremont	None	0.6429 m^2	797	0.2296	0.1595	792 kg/s	bird	0.051	1020 m^3
2	589 mph	0.273 kg/s	Sacramento	dog	0.2574 m^2	161	-0.0159	1.1349	160 kg/s	fish	0.5782	556 m^3
1	897 mph	0.2959 kg/s	Anaheim	rat	0.6524 m^2	462	0.7422	0.4539	865 kg/s	guinea pig	0.1405	238 m^3
3	383 mph	0.6849 kg/s	Fremont	fish	0.9 m^2	1173	0.1651	0.0434	578 kg/s	bird	0.278	714 m^3
0	88 mph	0.1705 kg/s	San Jose	rabbit	1.0155 m^2	975	0.7196	0.5972	43 kg/s	hamster	0.8469	-96 m^3
1	910 mph	0.456 kg/s	Anaheim	ferret	0.8177 m^2	172	0.7207	0.3234	435 kg/s	guinea pig	0.1883	305 m^3
1	1030 mph	0.6614 kg/s	Riverside	ferret	0.7994 m^2	631	0.3708	0.481	680 kg/s	guinea pig	0.1593	376 m^3
3	490 mph	0.2745 kg/s	San Francisco	dog	0.6493 m^2	917	0.1068	0.2273	963 kg/s	bird	0.1137	830 m^3
5	97 mph	0.9134 kg/s	?	hamster	0.2123 m^2	31	0.8742	0.9367	772 kg/s	rabbit	0.9979	620 m^3
4	508 mph	0.7494 kg/s	Moreno Valley	chicken	0.5547 m^2	n/a	0.2722	0.2737	133 kg/s	pig	0.5344	304 m^3
5	-149 mph	0.9032 kg/s	Long Beach	hamster	0.2589 m^2	-299	0.8358	0.631	686 kg/s	rabbit	0.5992	623 m^3
1	819 mph	0.3624 kg/s	Anaheim	ferret	0.7221 m^2	583	0.5474	0.6508	877 kg/s	GUINEA PIG	0.4242	193 m^3
3	335 mph	0.7218 kg/s	Fremont	dog	0.6935 m^2	955	0.3289	0.1932	1128 kg/s	bird	0.0707	1106 m^3
0	228 mph	0.3248 kg/s	San Jose	GUINEA PIG	0.9512 m^2	779	0.7192	0.572	106 kg/s	reptile	0.9201	131 m^3
0	264 mph	0.1349 kg/s	San Jose	rabbit	1.2531 m^2	698	0.8911	0.6239	225 kg/s	hamster	0.8487	267 m^3
4	642 mph	0.5856 kg/s	Santa Clarita	cat	0.6782 m^2	300	0.3415	0.2355	414 kg/s	pig	0.8395	227 m^3
3	353 mph	0.4636 kg/s	San Francisco	fish, dog	0.6628 m^2	935	0.2854	0.1415	736 kg/s	bird	0.0307	792 m^3
2	705 mph	0.0093 kg/s	Santa Ana	bird	0.182 m^2	126	0.3212	1.03	147 kg/s	dog	0.326	738 m^3
0	62 mph	0.4407 kg/s	San Jose	rabbit	1.1334 m^2	891	0.8744	0.5503	158 kg/s	hamster	0.7682	86 m^3
5	78 mph	0.6394 kg/s	Oakland	ferret	0.1169 m^2	-84	1.0229	0.6749	998 kg/s	cat	0.8668	740 m^3
0	384 mph	0.29 kg/s	San Jose	fish, pig	0.8634 m^2	653	0.6488	0.5215	-5 kg/s	HAMSTER	0.6988	181 m^3
1	1057 mph	0.4541 kg/s	Irvine	ferret	0.9055 m^2	518	0.5895	0.4049	832 kg/s	guinea pig	0.0959	424 m^3
3	279 mph	0.4295 kg/s	San Francisco	dog	0.4637 m^2	942	0.2835	0.0939	849 kg/s	bird	0.098	921 m^3
4	909 mph	0.71 kg/s	San Bernardino	cat	0.664 m^2	184	0.3486	0.3094	87 kg/s	ferret	0.574	452 m^3
3	249 mph	0.3744 kg/s	Fremont	pig, fish	0.5393 m^2	808	0.1556	0.1313	1020 kg/s	rat	0.1613	923 m^3
1	932 mph	0.3144 kg/s	Irvine	ferret	0.752 m^2	372	0.5247	0.5175	397 kg/s	guinea pig	0.2566	326 m^3
3	362 mph	0.3468 kg/s	San Francisco	pig, fish	0.8162 m^2	913	0.4545	0.1327	736 kg/s	bird	0.2016	1029 m^3
5	217 mph	0.8339 kg/s	Long Beach	hamster	0.1192 m^2	71	0.6153	0.7977	614 kg/s	chicken	0.6399	902 m^3
3	251 mph	0.5886 kg/s	Fremont	fish	0.7898 m^2	1167	-0.1783	0.0622	827 kg/s	hamster	0.6398	758 m^3
1	902 mph	0.4865 kg/s	Riverside	ferret	0.7696 m^2	395	0.749	0.4685	827 kg/s	guinea pig	0.0208	441 m^3
0	180 mph	0.2947 kg/s	Los Angeles	guinea pig	0.8296 m^2	510	0.781	0.4904	-15 kg/s	hamster	1.0023	15 m^3
3	564 mph	0.481 kg/s	San Francisco	pig, fish	0.772 m^2	789	0.1959	0.0067	1165 kg/s	bird	0.178	934 m^3
5	4 mph	1.1587 kg/s	Fremont	rat	0.0275 m^2	231	0.7325	0.8105	590 kg/s	chicken	0.6786	976 m^3
0	365 mph	0.1016 kg/s	san jose	guinea pig	1.0846 m^2	619	0.6929	0.445	137 kg/s	reptile	0.7529	39 m^3
0	240 mph	0.3237 kg/s	San Jose	RABBIT	1.1015 m^2	645	0.6631	0.7546	-32 kg/s	hamster	0.8109	-124 m^3
1	889 mph	0.1932 kg/s	Anaheim	ferret	0.6236 m^2	453	0.8954	0.4814	732 kg/s	guinea pig	0.2762	374 m^3
3	363 mph	0.6682 kg/s	Fremont	pig	0.7197 m^2	811	-0.0293	0.0774	788 kg/s	rat	0.24	1055 m^3
1	1118 mph	0.3818 kg/s	Anaheim	ferret	0.6701 m^2	292	0.7245	0.4705	682 kg/s	guinea pig	0.0027	583 m^3
0	160 mph	0.1989 kg/s	San Jose	guinea pig	1.1273 m^2	719	0.7251	0.5899	-50 kg/s	hamster	0.9461	-65 m^3
0	297 mph	0.2997 kg/s	San Jose	guinea pig	0.774 m^2	516	0.8588	0.631	255 kg/s	reptile	1.0022	20 m^3
2	811 mph	-0.1088 kg/s	Sacramento	reptile	0.3857 m^2	187	0.2999	1.0238	475 kg/s	fish	0.3255	785 m^3
0	297 mph	0.2577 kg/s	San Jose	rabbit	1.195 m^2	744	0.8658	0.443	180 kg/s	hamster	0.5796	-80 m^3
3	205 mph	0.4861 kg/s	Fremont	PIG	0.5249 m^2	841	-0.0805	-0.0134	704 kg/s	rat	0.1381	764 m^3
1	655 mph	0.4019 kg/s	Fremont	ferret	0.8735 m^2	429	1.0207	0.4446	302 kg/s	guinea pig	0.0524	257 m^3
3	329 mph	0.5915 kg/s	San Jose	fish, dog	0.7097 m^2	773	0.0445	0.3466	864 kg/s	rat	0.0515	986 m^3
2	749 mph	0.236 kg/s	Fresno	reptile	0.6525 m^2	5	-0.0173	0.9946	-54 kg/s	fish	0.4102	728 m^3
1	799 mph	0.4357 kg/s	Anaheim	ferret	0.8298 m^2	580	0.6741	0.3567	667 kg/s	bird	0.3131	408 m^3
1	859 mph	0.1956 kg/s	Anaheim	ferret	0.5318 m^2	737	0.4914	0.3769	567 kg/s	guinea pig	0.076	344 m^3
3	217 mph	0.5866 kg/s	Bakersfield	dog	0.6318 m^2	1012	0.2924	0.3533	633 kg/s	rat	0.189	1095 m^3
4	615 mph	0.699 kg/s	Stockton	chicken	0.3843 m^2	346	0.4279	0.2888	386 kg/s	ferret	0.5853	498 m^3
3	489 mph	0.6003 kg/s	San Francisco	dog, fish	0.5855 m^2	1349	0.0531	0.108	873 kg/s	rat	0.2877	837 m^3
0	34 mph	0.3111 kg/s	San Jose	rabbit	0.9755 m^2	632	0.6066	0.6262	246 kg/s	hamster	0.6963	285 m^3
2	678 mph	0.1128 kg/s	San Diego	reptile	0.0945 m^2	328	0.0826	1.126	189 kg/s	dog	0.333	701 m^3
5	-1 mph	0.5334 kg/s	Long Beach	rat	0.1136 m^2	-33	0.851	0.6214	774 kg/s	rabbit	0.5812	576 m^3
0	612 mph	NULL	San Jose	guinea pig	0.908 m^2	503	0.8797	0.5162	33 kg/s	hamster	0.7068	76 m^3
2	505 mph	0.2041 kg/s	Sacramento	None	0.2807 m^2	323	0.2754	1.1021	463 kg/s	fish	0.5913	717 m^3
4	682 mph	0.9615 kg/s	Bakersfield	None	0.6452 m^2	609	0.5435	0.4844	279 kg/s	pig	0.5859	291 m^3
5	254 mph	0.6687 kg/s	Oakland	HAMSTER	-0.0455 m^2	-56	0.6367	0.7531	368 kg/s	cat	0.7234	685 m^3
0	314 mph	0.2918 kg/s	San Jose	rabbit		811	0.6541	0.6788	255 kg/s	hamster	0.7826	-78 m^3
3	263 mph	0.4981 kg/s	San Francisco	Dog, Pig	0.7369 m^2	822	-0.0652	0.3129	900 kg/s	bird	0.2539	920 m^3
5	257 mph	0.7151 kg/s	San Francisco	hamster	0.026 m^2	-2	0.7711	0.7815	754 kg/s	cat	0.9819	651 m^3
2	812 mph	0.1705 kg/s	Los Angeles	reptile	0.2995 m^2	327	0.1712	1.0735	357 kg/s	dog	0.436	720 m^3
5	-61 mph	0.8147 kg/s	Oakland	rat	-0.1487 m^2	96	1.0198	0.5994	636 kg/s	chicken	0.8161	890 m^3
2	474 mph	0.0103 kg/s	Fresno	bird	0.3692 m^2	263	0.2616	1.0404	384 kg/s	fish	0.3815	679 m^3
3	72 mph	0.4446 kg/s	Fremont	N/A	0.7172 m^2	1076	0.2803	0.1449	884 kg/s	rat	0.2268	1008 m^3
5	382 mph	0.8329 kg/s	Long Beach	hamster	-0.0946 m^2	-140	0.9116	0.605	879 kg/s	cat	0.6396	836 m^3
4	605 mph	0.7184 kg/s	Santa Clarita	cat	0.3633 m^2	614	0.4511	0.3063	219 kg/s	ferret	0.8203	443 m^3
4	592 mph	0.4306 kg/s	Santa Clarita	chicken	0.5091 m^2	295	0.5745	0.333	311 kg/s	ferret	0.621	380 m^3
4	568 mph	0.6773 kg/s	Santa Clarita	cat	0.3015 m^2	463	0.3005	0.1927	365 kg/s	pig	0.5712	333 m^3
5	-38 mph	0.6534 kg/s	Chula Vista	rat	0.0451 m^2	253	1.11	0.8344	841 kg/s	chicken	0.6786	496 m^3
5	157 mph	0.9636 kg/s	San Jose	rat	0.0347 m^2	311	0.8965	0.8795	706 kg/s	cat	0.9188	737 m^3
5	154 mph	0.8023 kg/s	Oakland	hamster	0.1018 m^2	179	1.0551	0.7391	854 kg/s	rabbit	0.7377	681 m^3
3	359 mph	0.5442 kg/s	San Francisco	fish	0.4871 m^2	843	0.0482	0.007	1029 kg/s	rat	0.427	920 m^3
3	391 mph	0.4439 kg/s	San Francisco	fish, pig	0.4265 m^2	1121	-0.1156	0.0086	884 kg/s	rat	0.1298	1004 m^3
5	-83 mph	0.8292 kg/s	Long Beach	rat	0.0685 m^2	112	1.2544	0.7103	835 kg/s	rabbit	0.6042	821 m^3
1	935 mph	0.4554 kg/s	Irvine	ferret	0.575 m^2	474	0.5004	0.2827	661 kg/s	guinea pig	0.1991	316 m^3
5	223 mph	0.8817 kg/s	Long Beach	hamster	0.1656 m^2	260	0.9568	0.7477	835 kg/s	chicken	0.9397	768 m^3
0	140 mph	0.313 kg/s	San Jose	guinea pig	0.8043 m^2	783	0.7306	0.671	77 kg/s	Reptile	0.5775	144 m^3
4	758 mph	0.567 kg/s	Chula Vista	cat	0.6798 m^2	365	0.5084	0.4952	349 kg/s	pig	0.6741	694 m^3
4	624 mph	0.4175 kg/s	San Bernardino	cat	0.647 m^2	678	0.5482	0.1785	240 kg/s	ferret	0.5051	267 m^3
1	1081 mph	0.5398 kg/s	Irvine	ferret	0.5157 m^2	810	0.7179	0.2971	661 kg/s	guinea pig	0.1131	398 m^3
2	586 mph	-0.217 kg/s	Modesto	bird	0.2684 m^2	99	0.286	0.9826	393 kg/s	fish	0.5276	844 m^3
2	885 mph	0.0399 kg/s	San Diego	reptile	0.2086 m^2	337	0.2842	1.0707	92 kg/s	fish	0.5049	833 m^3
2	694 mph	0.1221 kg/s	None	reptile	0.3721 m^2	67	0.1538	0.9193	26 kg/s	dog	0.5567	652 m^3
4	641 mph	0.6602 kg/s	Santa Clarita	chicken	0.2544 m^2	547	0.6042	0.3953	327 kg/s	ferret	0.5512	244 m^3
2	720 mph	0.3045 kg/s	Fresno	reptile	0.1955 m^2	177	0.2401	1.0794	303 kg/s	dog	0.491	589 m^3
0	243 mph	0.1152 kg/s	San Jose	rabbit	0.8054 m^2	682	0.8087	0.4566	238 kg/s	hamster	0.8092	263 m^3
2	519 mph	-0.0213 kg/s	Santa Ana	bird	0.1703 m^2	246	0.1015	1.2527	81 kg/s	dog	0.4874	677 m^3
0	76 mph	0.1249 kg/s	San Jose	rabbit	0.7926 m^2	739	0.7511	0.481	14 kg/s	hamster	0.7943	319 m^3
4	507 mph	0.4983 kg/s	Santa Clarita	cat	0.5953 m^2	516	0.4333	0.3282	51 kg/s	FERRET	0.5833	373 m^3
0	353 mph	0.2178 kg/s	San Jose	rabbit	0.9717 m^2	504	0.8187	0.5574	407 kg/s	hamster	0.7506	308 m^3
5	179 mph	0.7353 kg/s	Long Beach	rat	0.2818 m^2	217	0.8807	0.9213	821 kg/s	chicken	0.8058	789 m^3
4	628 mph	0.506 kg/s	Santa Clarita	chicken	0.5616 m^2	515	0.3995	0.2473	416 kg/s	pig	0.6245	321 m^3
4	703 mph	0.676 kg/s	Bakersfield	cat	0.3984 m^2	562	0.1938	0.1	269 kg/s	pig	0.5929	326 m^3
4	658 mph	0.739 kg/s	Moreno Valley	chicken	0.634 m^2	558	0.243	0.2328	267 kg/s	ferret	0.5617	305 m^3
5	86 mph	0.9111 kg/s	None	HAMSTER	0.2121 m^2	-332	0.7258	0.5908	674 kg/s	RABBIT	0.6896	895 m^3
4	744 mph	0.84 kg/s	bakersfield	cat	0.3216 m^2	752	0.3406	N/A	433 kg/s	pig	0.5119	371 m^3
5	-14 mph	0.8752 kg/s	Long Beach	rat	0.0818 m^2	51	0.7835	0.9405	945 kg/s	chicken	0.7768	564 m^3
4	584 mph	0.7463 kg/s	Chula Vista	chicken	0.4456 m^2	417	0.592	0.4075	345 kg/s	pig	0.7675	257 m^3
4	845 mph	0.6306 kg/s	Stockton	rabbit	0.6022 m^2	337	0.7343	0.3855	285 kg/s	pig	0.4914	433 m^3
0	205 mph	0.237 kg/s	Long Beach	rabbit	0.8186 m^2	876	0.8107	0.5522	356 kg/s	reptile	0.7909	291 m^3
1	941 mph	0.3847 kg/s	Riverside	ferret	0.5487 m^2	383	0.378	0.5482	643 kg/s	guinea pig	0.1925	276 m^3
5	133 mph	0.962 kg/s	Oakland	rat	-0.0049 m^2	-96	0.881	0.6076	813 kg/s	rabbit	0.8357	822 m^3
5	283 mph	1.0626 kg/s	Oakland	rat	-0.1051 m^2	-122	0.4748	0.7187	690 kg/s	cat	0.6486	759 m^3
0	347 mph	0.5631 kg/s	San Jose	guinea pig	0.6147 m^2	500	0.6871	0.6864	174 kg/s	hamster	1.0527	-143 m^3
5	-12 mph	1.0177 kg/s	Oakland	hamster	0.0629 m^2	333	1.149	0.9309	703 kg/s	chicken	0.7941	741 m^3
5	-44 mph	1.0053 kg/s	Long Beach	hamster	0.1517 m^2	-12	1.1869	0.6355	756 kg/s	chicken	0.6447	774 m^3
1	969 mph	0.1083 kg/s	Anaheim	ferret	0.9098 m^2	n/a	0.7278	0.4058	357 kg/s	guinea pig	0.0012	423 m^3
5	191 mph	1.1789 kg/s	Oakland	hamster	0.042 m^2	-11	0.6453	0.7097	685 kg/s	chicken	0.9963	756 m^3
4	802 mph	0.5833 kg/s	Riverside	chicken	0.6474 m^2	561	0.4236	0.5484	632 kg/s	pig	0.3812	327 m^3
5	-40 mph	0.7016 kg/s	Long Beach	hamster	0.1286 m^2	49	0.7955	0.9005	1051 kg/s	fish	0.8373	915 m^3
4	568 mph	0.7123 kg/s	moreno valley	chicken	0.1872 m^2	755	0.2364	0.3057	698 kg/s	ferret	0.601	406 m^3
1	841 mph	0.2574 kg/s	Anaheim	ferret	0.6828 m^2	135	0.7459	0.5029	674 kg/s	GUINEA PIG	0.1443	501 m^3
4	675 mph	0.5359 kg/s	Bakersfield	chicken	0.3329 m^2	549	0.3809	0.155	258 kg/s	ferret	0.5007	366 m^3
3	419 mph	0.8683 kg/s	Fremont	pig	0.6792 m^2	889	0.2745	0.2647	1105 kg/s	bird	0.2234	920 m^3
0	301 mph	0.1641 kg/s	San Jose	Guinea Pig	1.0352 m^2	400	0.6081	0.6325	238 kg/s	hamster	0.7852	148 m^3
5	135 mph	0.8308 kg/s	Long Beach	rat	0.2242 m^2	15	0.9759	0.702	833 kg/s	chicken	0.6217	930 m^3
3	434 mph	0.4375 kg/s	San Francisco	dog	0.6486 m^2	1099	0.0683	0.1116	780 kg/s	cat	0.247	715 m^3
5	-72 mph	0.7852 kg/s	Oakland	hamster	0.0202 m^2	-67	0.9014	1.0476	785 kg/s	rabbit	0.9312	817 m^3
1	997 mph	0.4987 kg/s	RIVERSIDE	ferret	0.7733 m^2	412	0.8337	0.3903	554 kg/s	guinea pig	0.1767	476 m^3
5	-80 mph	0.8173 kg/s	Long Beach	hamster	0.0759 m^2	-65	1.0549	0.711	844 kg/s	rabbit	0.6942	908 m^3
1	1126 mph	0.351 kg/s	Riverside	ferret	0.8747 m^2	512	0.6837	0.4213	487 kg/s	guinea pig	0.2495	364 m^3
3	517 mph	0.5 kg/s	San Francisco	fish	0.5277 m^2	903	-0.1073	-0.1925	738 kg/s	RAT	0.2168	None
3	484 mph	0.4879 kg/s	Anaheim	pig	0.598 m^2	945	-0.106	-0.0131	933 kg/s	rat	0.1615	925 m^3
2	662 mph	0.1872 kg/s	San Diego	fish, dog	0.3853 m^2	271	0.1958	0.987	563 kg/s	rat	0.5567	780 m^3
3	239 mph	0.5108 kg/s	Fremont	fish, dog	0.8915 m^2	986	0.01	0.0911	878 kg/s	bird	0.3287	1090 m^3
5	54 mph	0.8493 kg/s	Oakland	rat	0.3298 m^2	-1	0.5744	0.794	662 kg/s	fish	0.6543	764 m^3
3	440 mph	0.4501 kg/s	San Francisco	dog	0.656 m^2	950	-0.0915	0.3496	1084 kg/s	rat	0.4284	968 m^3
0	137 mph	0.2001 kg/s	San Jose	guinea pig	1.0158 m^2	770	0.6926	0.5463	161 kg/s	reptile	1.0032	246 m^3
0	141 mph	0.2172 kg/s	San Jose	GUINEA PIG	0.9966 m^2	616	0.273	0.5555	41 kg/s	rat	0.8338	119 m^3
4	664 mph	0.6609 kg/s	Santa Clarita	chicken	0.394 m^2	824	0.4783	0.1888	305 kg/s	ferret	0.6644	341 m^3
4	547 mph	0.707 kg/s	Moreno Valley	CHICKEN	0.3186 m^2	479	0.5345	0.0289	436 kg/s	ferret	0.5667	427 m^3
2	434 mph	0.1377 kg/s	Modesto	bird	0.469 m^2	308	0.3175	0.7734	505 kg/s	fish	0.6573	719 m^3
2	876 mph	0.1655 kg/s	Los Angeles	reptile	0.1336 m^2	529	0.444	0.8877	155 kg/s	fish	0.4778	723 m^3
3	603 mph	0.5912 kg/s	Fremont	pig, fish	0.6736 m^2	1145	0.0452	0.1099	989 kg/s	bird	0.2291	886 m^3
3	439 mph	0.6387 kg/s	San Francisco	dog	0.7598 m^2	1338	-0.0205	0.0634	680 kg/s	bird	0.3257	956 m^3
4	660 mph	0.8624 kg/s	Chula Vista	chicken	0.6286 m^2	638	0.5493	0.3822	413 kg/s	pig	0.495	343 m^3
5	190 mph	0.7757 kg/s	Long Beach	rat	0.1921 m^2	-68	1.1205	0.795	503 kg/s	rabbit	0.6531	1067 m^3
3	344 mph	0.5 kg/s	Fremont	fish	0.5995 m^2	1009	0.1906	-0.0636	1151 kg/s	rat	0.0096	1003 m^3
4	774 mph	0.6934 kg/s	Long Beach	chicken	0.4431 m^2	306	0.6119	0.4128	630 kg/s	ferret	0.4393	149 m^3
4	623 mph	0.8647 kg/s	San Jose	chicken	0.4008 m^2	417	0.5569	0.4161	229 kg/s	ferret	0.648	335 m^3
0	98 mph	0.289 kg/s	San Jose	RABBIT	0.9666 m^2	549	0.6381	0.4978	-44 kg/s	hamster	0.8701	282 m^3
1	916 mph	0.3181 kg/s	Chula Vista	ferret	0.9254 m^2	567	0.5953	0.672	411 kg/s	guinea pig	0.2279	385 m^3
5	47 mph	0.771 kg/s	Oakland	hamster	0.2052 m^2	24	0.6903	1.0158	592 kg/s	rabbit	0.6572	986 m^3
3	512 mph	0.4465 kg/s	Fremont	fish	0.6854 m^2	986	-0.0946	0.0611	961 kg/s	bird	0.2988	976 m^3
1	1225 mph	0.0039 kg/s	Anaheim	ferret	0.7203 m^2	264	0.8997	0.276	482 kg/s	guinea pig	0.0638	516 m^3
5	31 mph	0.7404 kg/s	Long Beach	Rat	0.1668 m^2	-144	1.0138	0.6467	781 kg/s	cat	0.7381	855 m^3
2	628 mph	0.13 kg/s	Modesto	bird	0.1595 m^2	562	0.3662	0.9647	304 kg/s	dog	0.2706	702 m^3
3	445 mph	0.678 kg/s	Fremont	bird	0.6616 m^2	1123	0.1129	-0.0175	790 kg/s	bird	0.1472	1073 m^3
4	624 mph	0.5282 kg/s	Santa Clarita	cat	0.2808 m^2	494	0.2681	n/a	296 kg/s	pig	0.63	241 m^3
1	1075 mph	0.2907 kg/s	Irvine	?	0.8125 m^2	519	0.6081	0.3598	229 kg/s	guinea pig	0.0442	336 m^3
1	962 mph	0.5562 kg/s	Riverside	ferret	0.9122 m^2	403	0.8363	0.2268	337 kg/s	guinea pig	0.0987	272 m^3
0	317 mph	0.4894 kg/s	San Jose	guinea pig	0.9858 m^2	899	0.3844	0.5254	-202 kg/s	hamster	0.7097	111 m^3
0	257 mph	0.2264 kg/s	San Jose	guinea pig	0.9128 m^2	602	0.6813	0.7325	253 kg/s	reptile	0.5831	-105 m^3
2	860 mph	-0.0959 kg/s	Sacramento	reptile	0.2948 m^2	352	0.1887	1.0382	580 kg/s	dog	0.3243	746 m^3
1	816 mph	0.1947 kg/s	Irvine	ferret	0.8038 m^2	528	0.7758	0.2423	390 kg/s	guinea pig	0.039	395 m^3
4		0.8563 kg/s	San Bernardino	cat	0.4262 m^2	248	0.1793	0.1512	528 kg/s	fish	0.6409	366 m^3
1	1115 mph	0.4468 kg/s	Anaheim	ferret	0.7517 m^2	746	0.9378	0.5297	665 kg/s	guinea pig	0.3589	69 m^3
0	43 mph	0.2278 kg/s	San Jose	guinea pig	0.957 m^2	519	0.7797	0.5831	60 kg/s	hamster	0.7263	-139 m^3
2	788 mph	0.0598 kg/s	Modesto	BIRD	0.313 m^2	399	0.3441	0.9192	346 kg/s	bird	0.568	442 m^3
2	730 mph	-0.0677 kg/s	San Francisco	reptile	0.3264 m^2	175	0.1382	0.986	386 kg/s	fish	0.5218	667 m^3
4	742 mph	0.6645 kg/s	Bakersfield	chicken	0.6151 m^2	415	0.5514	?	458 kg/s	ferret	0.5882	408 m^3
3	302 mph	0.5985 kg/s	San Francisco	pig, fish	0.7203 m^2	1028	0.1169	0.056	894 kg/s	guinea pig	0.2353	954 m^3
2	868 mph	0.2429 kg/s	Fresno	reptile	0.3558 m^2	-89	0.3697	1.0925	351 kg/s	dog	0.4862	652 m^3
5	95 mph	0.7551 kg/s	oakland	hamster	0.1392 m^2	236	0.9116	0.8353	1127 kg/s	rabbit	0.8683	732 m^3
1	1077 mph	0.3813 kg/s	Irvine	ferret	0.9217 m^2	647	0.6069	0.601	579 kg/s	guinea pig	0.1824	483 m^3
5	191 mph	0.8 kg/s	San Jose	rat	0.2372 m^2	114	0.791	0.6756	1010 kg/s	guinea pig	0.8402	634 m^3
0	195 mph	0.2699 kg/s	San Jose	guinea pig	0.9359 m^2	727	0.6463	0.5113	19 kg/s	reptile	0.8827	-22 m^3
4	542 mph	0.5261 kg/s	Bakersfield	cat	0.5433 m^2	529	0.5852	0.4076	238 kg/s	hamster	0.521	492 m^3
2	658 mph	0.0508 kg/s	Modesto	reptile	0.3091 m^2	54	0.2916	1.0066	397 kg/s	fish	0.5182	696 m^3
0	259 mph	0.1739 kg/s	San Jose	RABBIT	1.0706 m^2	618	0.865	0.5767	-12 kg/s	hamster	0.7875	87 m^3
0	226 mph	0.3661 kg/s	San Jose	guinea pig	0.9156 m^2	741	0.5821	0.4987	327 kg/s	hamster	0.9431	9 m^3
4	618 mph	0.6892 kg/s	Riverside	chicken	0.4411 m^2	532	0.4995	0.2277	304 kg/s	ferret	0.7454	NULL
4	557 mph	0.8784 kg/s	Moreno Valley	chicken	0.5511 m^2	273	0.6164	0.3088	395 kg/s	pig	0.6292	451 m^3
0	250 mph	0.4093 kg/s	San Jose	guinea pig	0.9657 m^2	1019	0.7795	0.4291	173 kg/s	hamster	0.8316	93 m^3
5	291 mph	0.742 kg/s	Oakland	hamster	0.1596 m^2	-70	1.0098	0.787	671 kg/s	cat	0.7259	836 m^3
5	-43 mph	0.8888 kg/s	Long Beach	rat	0.2667 m^2	162	0.914	0.9225	743 kg/s	cat	0.918	898 m^3
5	210 mph	0.7488 kg/s	Oakland	rat	0.3506 m^2	186	0.8516	0.8058	754 kg/s	rabbit	0.8078	776 m^3
